beach_id,timestamp,day,is_holiday,weather,sea_temp,wave_height,wind_speed,crowdedness_percentage
1,2025-05-27 00:00:00,Tuesday,0,,,,,0.0
2,2025-05-27 00:00:00,Tuesday,0,,,,,0.0
1,2025-05-27 01:00:00,Tuesday,0,,,,,0.0
2,2025-05-27 01:00:00,Tuesday,0,,,,,0.0
1,2025-05-27 02:00:00,Tuesday,0,,,,,0.0
2,2025-05-27 02:00:00,Tuesday,0,,,,,0.0
1,2025-05-27 03:00:00,Tuesday,0,,,,,0.0
2,2025-05-27 03:00:00,Tuesday,0,,,,,0.0
1,2025-05-27 04:00:00,Tuesday,0,,,,,0.0
2,2025-05-27 04:00:00,Tuesday,0,,,,,0.0
1,2025-05-27 05:00:00,Tuesday,0,,,,,0.0
2,2025-05-27 05:00:00,Tuesday,0,,,,,0.0
1,2025-05-27 06:00:00,Tuesday,0,,,,,
2,2025-05-27 06:00:00,Tuesday,0,,,,,
1,2025-05-27 07:00:00,Tuesday,0,,,,,
2,2025-05-27 07:00:00,Tuesday,0,,,,,
1,2025-05-27 08:00:00,Tuesday,0,,,,,
2,2025-05-27 08:00:00,Tuesday,0,,,,,
1,2025-05-27 09:00:00,Tuesday,0,,,,,
2,2025-05-27 09:00:00,Tuesday,0,,,,,
1,2025-05-27 10:00:00,Tuesday,0,,,,,
2,2025-05-27 10:00:00,Tuesday,0,,,,,
1,2025-05-27 11:00:00,Tuesday,0,,,,,
2,2025-05-27 11:00:00,Tuesday,0,,,,,
1,2025-05-27 12:00:00,Tuesday,0,,,,,
2,2025-05-27 12:00:00,Tuesday,0,,,,,
1,2025-05-27 13:00:00,Tuesday,0,,,,,
2,2025-05-27 13:00:00,Tuesday,0,,,,,
1,2025-05-27 14:00:00,Tuesday,0,,,,,
2,2025-05-27 14:00:00,Tuesday,0,,,,,
1,2025-05-27 15:00:00,Tuesday,0,,,,,
2,2025-05-27 15:00:00,Tuesday,0,,,,,
1,2025-05-27 16:00:00,Tuesday,0,,,,,
2,2025-05-27 16:00:00,Tuesday,0,,,,,
1,2025-05-27 17:00:00,Tuesday,0,,,,,
2,2025-05-27 17:00:00,Tuesday,0,,,,,
1,2025-05-27 18:00:00,Tuesday,0,,,,,
2,2025-05-27 18:00:00,Tuesday,0,,,,,
1,2025-05-27 19:00:00,Tuesday,0,,,,,
2,2025-05-27 19:00:00,Tuesday,0,,,,,
1,2025-05-27 20:00:00,Tuesday,0,,,,,
2,2025-05-27 20:00:00,Tuesday,0,,,,,
1,2025-05-27 21:00:00,Tuesday,0,,,,,0.0
2,2025-05-27 21:00:00,Tuesday,0,,,,,0.0
1,2025-05-27 22:00:00,Tuesday,0,,,,,0.0
2,2025-05-27 22:00:00,Tuesday,0,,,,,0.0
1,2025-05-27 23:00:00,Tuesday,0,,,,,0.0
2,2025-05-27 23:00:00,Tuesday,0,,,,,0.0
1,2025-05-26 00:00:00,Monday,1,3.0,66.6,3.67,4.6,0.0
2,2025-05-26 00:00:00,Monday,1,3.0,66.9,3.81,2.8,0.0
1,2025-05-26 01:00:00,Monday,1,3.0,66.6,3.67,2.3,0.0
2,2025-05-26 01:00:00,Monday,1,45.0,66.9,3.81,2.61,0.0
1,2025-05-26 02:00:00,Monday,1,3.0,66.6,3.67,1.93,0.0
2,2025-05-26 02:00:00,Monday,1,45.0,66.9,3.81,2.17,0.0
1,2025-05-26 03:00:00,Monday,1,3.0,66.4,3.67,1.86,0.0
2,2025-05-26 03:00:00,Monday,1,3.0,66.9,3.81,1.62,0.0
1,2025-05-26 04:00:00,Monday,1,3.0,66.4,3.74,1.49,0.0
2,2025-05-26 04:00:00,Monday,1,45.0,66.7,3.81,2.05,0.0
1,2025-05-26 05:00:00,Monday,1,3.0,66.4,3.74,2.55,0.0
2,2025-05-26 05:00:00,Monday,1,3.0,66.7,3.81,1.12,0.0
1,2025-05-26 06:00:00,Monday,1,3.0,66.4,3.67,2.61,
2,2025-05-26 06:00:00,Monday,1,45.0,66.7,3.81,0.87,
1,2025-05-26 07:00:00,Monday,1,3.0,66.4,3.67,0.99,
2,2025-05-26 07:00:00,Monday,1,3.0,66.7,3.74,1.93,
1,2025-05-26 08:00:00,Monday,1,3.0,66.4,3.61,5.72,
2,2025-05-26 08:00:00,Monday,1,3.0,66.7,3.74,3.36,
1,2025-05-26 09:00:00,Monday,1,3.0,66.4,3.35,7.02,
2,2025-05-26 09:00:00,Monday,1,3.0,66.9,3.54,2.42,
1,2025-05-26 10:00:00,Monday,1,3.0,66.6,3.02,5.47,
2,2025-05-26 10:00:00,Monday,1,3.0,66.9,3.35,5.16,
1,2025-05-26 11:00:00,Monday,1,3.0,66.6,2.76,2.61,
2,2025-05-26 11:00:00,Monday,1,3.0,66.9,3.15,5.84,
1,2025-05-26 12:00:00,Monday,1,3.0,66.6,2.89,5.53,
2,2025-05-26 12:00:00,Monday,1,3.0,67.1,3.22,7.02,
1,2025-05-26 13:00:00,Monday,1,3.0,66.7,3.02,4.66,
2,2025-05-26 13:00:00,Monday,1,2.0,67.1,3.28,7.83,
1,2025-05-26 14:00:00,Monday,1,3.0,66.9,3.15,6.03,
2,2025-05-26 14:00:00,Monday,1,1.0,67.3,3.35,8.2,
1,2025-05-26 15:00:00,Monday,1,3.0,66.9,3.15,7.02,
2,2025-05-26 15:00:00,Monday,1,0.0,67.3,3.41,9.76,
1,2025-05-26 16:00:00,Monday,1,3.0,67.1,3.22,4.47,
2,2025-05-26 16:00:00,Monday,1,1.0,67.5,3.41,8.45,
1,2025-05-26 17:00:00,Monday,1,2.0,67.1,3.22,7.83,
2,2025-05-26 17:00:00,Monday,1,0.0,67.6,3.48,7.15,
1,2025-05-26 18:00:00,Monday,1,3.0,67.1,3.28,3.67,
2,2025-05-26 18:00:00,Monday,1,2.0,67.6,3.48,7.02,
1,2025-05-26 19:00:00,Monday,1,3.0,67.1,3.28,5.34,
2,2025-05-26 19:00:00,Monday,1,1.0,67.6,3.41,6.09,
1,2025-05-26 20:00:00,Monday,1,3.0,66.9,3.35,5.84,
2,2025-05-26 20:00:00,Monday,1,3.0,67.5,3.41,3.6,
1,2025-05-26 21:00:00,Monday,1,3.0,66.9,3.61,3.48,0.0
2,2025-05-26 21:00:00,Monday,1,3.0,67.3,3.48,3.17,0.0
1,2025-05-26 22:00:00,Monday,1,3.0,66.9,3.81,2.8,0.0
2,2025-05-26 22:00:00,Monday,1,3.0,67.3,3.54,0.93,0.0
1,2025-05-26 23:00:00,Monday,1,3.0,66.9,4.07,4.66,0.0
2,2025-05-26 23:00:00,Monday,1,3.0,67.3,3.61,1.8,0.0
1,2025-05-25 00:00:00,Sunday,0,0.0,66.4,3.74,1.93,0.0
2,2025-05-25 00:00:00,Sunday,0,3.0,66.6,3.87,2.55,0.0
1,2025-05-25 01:00:00,Sunday,0,1.0,66.2,3.74,5.03,0.0
2,2025-05-25 01:00:00,Sunday,0,3.0,66.6,3.87,1.43,0.0
1,2025-05-25 02:00:00,Sunday,0,3.0,66.2,3.74,7.08,0.0
2,2025-05-25 02:00:00,Sunday,0,3.0,66.6,3.87,3.11,0.0
1,2025-05-25 03:00:00,Sunday,0,2.0,66.2,3.74,2.92,0.0
2,2025-05-25 03:00:00,Sunday,0,3.0,66.4,3.87,3.85,0.0
1,2025-05-25 04:00:00,Sunday,0,3.0,66.2,3.81,6.65,0.0
2,2025-05-25 04:00:00,Sunday,0,3.0,66.4,3.87,3.6,0.0
1,2025-05-25 05:00:00,Sunday,0,3.0,66.2,3.81,6.52,0.0
2,2025-05-25 05:00:00,Sunday,0,3.0,66.4,3.87,3.6,0.0
1,2025-05-25 06:00:00,Sunday,0,3.0,66.2,3.81,4.54,
2,2025-05-25 06:00:00,Sunday,0,3.0,66.4,3.87,2.86,
1,2025-05-25 07:00:00,Sunday,0,3.0,66.2,3.87,4.29,
2,2025-05-25 07:00:00,Sunday,0,3.0,66.4,3.94,3.79,
1,2025-05-25 08:00:00,Sunday,0,3.0,66.2,3.87,5.1,
2,2025-05-25 08:00:00,Sunday,0,3.0,66.4,3.94,1.86,
1,2025-05-25 09:00:00,Sunday,0,3.0,66.2,3.87,8.02,
2,2025-05-25 09:00:00,Sunday,0,3.0,66.4,3.94,3.67,
1,2025-05-25 10:00:00,Sunday,0,3.0,66.2,3.87,10.56,
2,2025-05-25 10:00:00,Sunday,0,3.0,66.6,4.0,1.99,
1,2025-05-25 11:00:00,Sunday,0,2.0,66.2,3.87,7.83,
2,2025-05-25 11:00:00,Sunday,0,3.0,66.6,4.0,10.69,
1,2025-05-25 12:00:00,Sunday,0,2.0,66.2,3.87,7.71,
2,2025-05-25 12:00:00,Sunday,0,0.0,66.7,4.0,10.5,
1,2025-05-25 13:00:00,Sunday,0,1.0,66.4,3.87,10.19,
2,2025-05-25 13:00:00,Sunday,0,3.0,66.9,4.0,9.69,
1,2025-05-25 14:00:00,Sunday,0,1.0,66.6,3.87,8.57,
2,2025-05-25 14:00:00,Sunday,0,3.0,67.1,4.0,11.06,
1,2025-05-25 15:00:00,Sunday,0,45.0,66.6,3.87,11.31,
2,2025-05-25 15:00:00,Sunday,0,3.0,67.1,4.0,9.32,
1,2025-05-25 16:00:00,Sunday,0,3.0,66.7,3.81,9.82,
2,2025-05-25 16:00:00,Sunday,0,3.0,67.1,3.94,9.01,
1,2025-05-25 17:00:00,Sunday,0,3.0,66.9,3.81,7.71,
2,2025-05-25 17:00:00,Sunday,0,3.0,67.3,3.94,7.46,
1,2025-05-25 18:00:00,Sunday,0,3.0,66.9,3.81,5.9,
2,2025-05-25 18:00:00,Sunday,0,3.0,67.3,3.94,5.59,
1,2025-05-25 19:00:00,Sunday,0,3.0,66.9,3.81,5.22,
2,2025-05-25 19:00:00,Sunday,0,3.0,67.3,3.87,4.97,
1,2025-05-25 20:00:00,Sunday,0,3.0,66.9,3.81,6.09,
2,2025-05-25 20:00:00,Sunday,0,3.0,67.1,3.87,4.6,
1,2025-05-25 21:00:00,Sunday,0,3.0,66.7,3.74,2.49,0.0
2,2025-05-25 21:00:00,Sunday,0,3.0,67.1,3.87,3.91,0.0
1,2025-05-25 22:00:00,Sunday,0,3.0,66.6,3.74,0.43,0.0
2,2025-05-25 22:00:00,Sunday,0,3.0,67.1,3.81,1.8,0.0
1,2025-05-25 23:00:00,Sunday,0,3.0,66.6,3.67,2.05,0.0
2,2025-05-25 23:00:00,Sunday,0,45.0,67.1,3.81,0.25,0.0
1,2025-05-24 00:00:00,Saturday,0,3.0,66.2,3.67,7.83,0.0
2,2025-05-24 00:00:00,Saturday,0,3.0,66.4,3.94,5.28,0.0
1,2025-05-24 01:00:00,Saturday,0,3.0,66.2,3.67,4.72,0.0
2,2025-05-24 01:00:00,Saturday,0,3.0,66.4,3.94,5.03,0.0
1,2025-05-24 02:00:00,Saturday,0,3.0,66.2,3.74,8.39,0.0
2,2025-05-24 02:00:00,Saturday,0,3.0,66.4,4.0,3.73,0.0
1,2025-05-24 03:00:00,Saturday,0,3.0,66.2,3.81,4.41,0.0
2,2025-05-24 03:00:00,Saturday,0,3.0,66.4,4.0,4.1,0.0
1,2025-05-24 04:00:00,Saturday,0,3.0,66.2,3.81,5.22,0.0
2,2025-05-24 04:00:00,Saturday,0,3.0,66.2,4.07,3.17,0.0
1,2025-05-24 05:00:00,Saturday,0,3.0,66.2,3.87,3.79,0.0
2,2025-05-24 05:00:00,Saturday,0,3.0,66.2,4.07,3.67,0.0
1,2025-05-24 06:00:00,Saturday,0,3.0,66.2,3.87,3.98,
2,2025-05-24 06:00:00,Saturday,0,3.0,66.2,4.07,4.54,
1,2025-05-24 07:00:00,Saturday,0,3.0,66.0,3.94,4.91,
2,2025-05-24 07:00:00,Saturday,0,3.0,66.2,4.13,4.41,
1,2025-05-24 08:00:00,Saturday,0,3.0,66.0,3.94,7.08,
2,2025-05-24 08:00:00,Saturday,0,3.0,66.4,4.13,5.72,
1,2025-05-24 09:00:00,Saturday,0,3.0,66.0,3.94,5.97,
2,2025-05-24 09:00:00,Saturday,0,3.0,66.4,4.13,6.71,
1,2025-05-24 10:00:00,Saturday,0,3.0,66.0,3.94,9.94,
2,2025-05-24 10:00:00,Saturday,0,3.0,66.4,4.13,7.02,
1,2025-05-24 11:00:00,Saturday,0,2.0,66.0,3.94,9.13,
2,2025-05-24 11:00:00,Saturday,0,3.0,66.4,4.13,8.76,
1,2025-05-24 12:00:00,Saturday,0,1.0,66.2,3.94,8.76,
2,2025-05-24 12:00:00,Saturday,0,2.0,66.6,4.13,10.94,
1,2025-05-24 13:00:00,Saturday,0,1.0,66.2,3.87,9.57,
2,2025-05-24 13:00:00,Saturday,0,3.0,66.6,4.13,12.49,
1,2025-05-24 14:00:00,Saturday,0,3.0,66.2,3.87,8.82,
2,2025-05-24 14:00:00,Saturday,0,2.0,66.6,4.13,11.62,
1,2025-05-24 15:00:00,Saturday,0,1.0,66.4,3.87,9.94,
2,2025-05-24 15:00:00,Saturday,0,3.0,66.7,4.13,9.69,
1,2025-05-24 16:00:00,Saturday,0,1.0,66.4,3.81,9.82,
2,2025-05-24 16:00:00,Saturday,0,2.0,66.9,4.07,10.13,
1,2025-05-24 17:00:00,Saturday,0,3.0,66.6,3.81,9.88,
2,2025-05-24 17:00:00,Saturday,0,2.0,66.9,4.07,8.02,
1,2025-05-24 18:00:00,Saturday,0,3.0,66.6,3.81,6.15,
2,2025-05-24 18:00:00,Saturday,0,1.0,66.9,4.0,5.28,
1,2025-05-24 19:00:00,Saturday,0,2.0,66.6,3.74,3.73,
2,2025-05-24 19:00:00,Saturday,0,1.0,66.9,4.0,3.85,
1,2025-05-24 20:00:00,Saturday,0,0.0,66.6,3.74,1.43,
2,2025-05-24 20:00:00,Saturday,0,2.0,66.9,3.94,4.66,
1,2025-05-24 21:00:00,Saturday,0,2.0,66.4,3.74,4.91,0.0
2,2025-05-24 21:00:00,Saturday,0,2.0,66.9,3.94,3.17,0.0
1,2025-05-24 22:00:00,Saturday,0,1.0,66.4,3.74,2.17,0.0
2,2025-05-24 22:00:00,Saturday,0,3.0,66.7,3.87,3.85,0.0
1,2025-05-24 23:00:00,Saturday,0,0.0,66.4,3.74,4.04,0.0
2,2025-05-24 23:00:00,Saturday,0,3.0,66.7,3.87,1.93,0.0
1,2025-05-23 00:00:00,Friday,0,3.0,66.4,2.82,5.65,0.0
2,2025-05-23 00:00:00,Friday,0,45.0,66.4,2.95,1.99,0.0
1,2025-05-23 01:00:00,Friday,0,3.0,66.2,2.82,6.4,0.0
2,2025-05-23 01:00:00,Friday,0,3.0,66.4,2.95,2.86,0.0
1,2025-05-23 02:00:00,Friday,0,3.0,66.2,2.82,6.34,0.0
2,2025-05-23 02:00:00,Friday,0,3.0,66.4,2.95,4.41,0.0
1,2025-05-23 03:00:00,Friday,0,3.0,66.0,2.82,5.22,0.0
2,2025-05-23 03:00:00,Friday,0,3.0,66.2,2.95,3.6,0.0
1,2025-05-23 04:00:00,Friday,0,3.0,66.0,2.89,3.48,0.0
2,2025-05-23 04:00:00,Friday,0,3.0,66.2,3.02,1.55,0.0
1,2025-05-23 05:00:00,Friday,0,45.0,65.8,2.89,3.29,0.0
2,2025-05-23 05:00:00,Friday,0,3.0,66.2,3.02,0.62,0.0
1,2025-05-23 06:00:00,Friday,0,3.0,65.8,2.89,3.48,
2,2025-05-23 06:00:00,Friday,0,3.0,66.2,3.02,1.68,
1,2025-05-23 07:00:00,Friday,0,3.0,65.8,2.95,5.34,
2,2025-05-23 07:00:00,Friday,0,45.0,66.2,3.08,4.72,
1,2025-05-23 08:00:00,Friday,0,3.0,65.7,2.95,5.59,
2,2025-05-23 08:00:00,Friday,0,3.0,66.2,3.08,4.29,
1,2025-05-23 09:00:00,Friday,0,3.0,65.7,3.02,6.71,
2,2025-05-23 09:00:00,Friday,0,3.0,66.2,3.15,4.47,
1,2025-05-23 10:00:00,Friday,0,3.0,65.7,3.08,8.33,
2,2025-05-23 10:00:00,Friday,0,3.0,66.2,3.28,6.21,
1,2025-05-23 11:00:00,Friday,0,3.0,65.8,3.15,10.25,
